,SR,TaSharks,MaxL,Depth,Chla_median,Chla_sd,SST_median,SST_sd,pop_50km,pop_500km,Dist_nearest_pop,Dist_nearest_market,HDI,Dcoast_km,DCoralT_km,DistSeamount_km,GDP,Dist_SMT1500,FishingEffort01,FishingEffort05
CH5147,5,3.776153849,180.9230769,759,0.097177502,0.04988889,28.657,0.996915975,0,0,823.9095876,1444.596812,0.697912839,22.82317837,4612.041675,48.86127375,3032.239478,48.86127375,0,0
CH5148,2,3.86,155.6,759,0.097177502,0.04988889,28.657,0.996915975,0,0,823.757291,1444.441693,0.697912839,23.00276444,4612.165836,48.94418166,3032.239478,48.94418166,0,0
CH5149,2,3.428,34.8,759,0.097177502,0.04988889,28.658,0.998391116,0,0,823.6071786,1444.288668,0.697912839,23.18436415,4612.293862,49.02454772,3032.239478,49.02454772,0,0
CH5150,2,3.48875,27.375,759,0.097177502,0.04988889,28.658,0.998391116,0,0,823.4096424,1444.086721,0.697912839,23.44430951,4612.488372,49.12255361,3032.239478,49.12255361,0,0
CH5151,8,3.476452203,53.48011414,327,0.0990985,0.042452629,28.692,0.992309742,0,0,825.7496468,1446.4803,0.697912839,20.27080008,4610.064523,48.08853673,3032.239478,48.08853673,0,0
CH5152,6,3.968275862,143.6426372,327,0.0990985,0.042452629,28.692,0.992309742,0,0,825.5550847,1446.282158,0.697912839,20.50460214,4610.229016,48.18145409,3032.239478,48.18145409,0,0
CH5153,8,4.080000003,220.8400469,327,0.0990985,0.042452629,28.682,0.994066842,0,0,825.3439788,1446.067467,0.697912839,20.74628161,4610.392469,48.28914976,3032.239478,48.28914976,0,0
CH5154,5,3.858529412,195.5882353,327,0.0990985,0.042452629,28.682,0.994066842,0,0,825.1686412,1445.889056,0.697912839,20.95042448,4610.532341,48.37783943,3032.239478,48.37783943,0,0
CH5155,2,3.95,188,488,0.0990985,0.042452629,28.682,0.994066842,0,0,824.9201822,1445.636271,0.697912839,21.23810969,4610.728383,48.50560163,3032.239478,48.50560163,0,0
CH5156,3,3.59,78.66666667,544,0.097177502,0.04988889,28.667,0.995606714,0,0,826.1973195,1446.890143,0.697912839,21.55010124,4611.879735,47.04502974,3032.239478,47.04502974,0,0
CH5157,5,3.52625,93.375,515,0.097177502,0.04988889,28.667,0.995606714,0,0,826.0158932,1446.70554,0.697912839,21.75437187,4612.020034,47.14302838,3032.239478,47.14302838,0,0
CH5158,1,3.5,26,515,0.097177502,0.04988889,28.667,0.995606714,0,0,825.7549543,1446.439881,0.697912839,22.053682,4612.22804,47.28314986,3032.239478,47.28314986,0,0
CH5159,6,4.084,219.4,515,0.097177502,0.04988889,28.667,0.995606714,0,0,825.5390671,1446.219987,0.697912839,22.30483159,4612.404051,47.39897418,3032.239478,47.39897418,0,0
CH5160,0,0,0,515,0.097177502,0.04988889,28.667,0.995606714,0,0,825.3646183,1446.042486,0.697912839,22.50032134,4612.53723,47.49650029,3032.239478,47.49650029,0,0
CH5161,2,3.335,46.16666667,489,0.097177502,0.04988889,28.668,1.001344031,0,0,825.0261767,1445.640113,0.697912839,25.09197822,4615.390779,46.88635828,3032.239478,46.88635828,0,0
CH5162,3,3.617142857,61.85714286,489,0.098208502,0.029798908,28.668,1.001344031,0,0,824.8803581,1445.489279,0.697912839,25.34038826,4615.60293,46.94925438,3032.239478,46.94925438,0,0
CH5163,3,3.34,46.46153846,489,0.098208502,0.029798908,28.668,1.001344031,0,0,824.7703109,1445.374753,0.697912839,25.55350006,4615.792592,46.98947652,3032.239478,46.98947652,0,0
CH5164,1,3.32,48,489,0.098208502,0.029798908,28.668,1.001344031,0,0,824.6470109,1445.245639,0.697912839,25.8214149,4616.038645,47.02669889,3032.239478,47.02669889,0,0
CH5165,2,3.3875,39.75,489,0.098208502,0.029798908,28.668,1.001344031,0,0,824.5281021,1445.121932,0.697912839,26.04866512,4616.240036,47.07349866,3032.239478,47.07349866,0,0
CH5166,6,3.734615388,169.6153846,513,0.097177502,0.04988889,28.667,0.996977262,0,0,825.4797325,1446.136622,0.697912839,23.26087716,4613.500309,47.08153497,3032.239478,47.08153497,0,0
CH5167,3,4.155000019,250,489,0.097177502,0.04988889,28.667,0.996977262,0,0,825.3670449,1446.018713,0.697912839,23.50982865,4613.731138,47.10082325,3032.239478,47.10082325,0,0
CH5168,2,3.41,37,538,0.097177502,0.04988889,28.667,0.996977262,0,0,825.2691765,1445.91628,0.697912839,23.72651894,4613.932096,47.11854123,3032.239478,47.11854123,0,0
CH5169,0,0,0,538,0.097177502,0.04988889,28.661,0.999901631,0,0,825.165282,1445.807168,0.697912839,23.97011494,4614.161206,47.13362472,3032.239478,47.13362472,0,0
CH5170,2,3.72,143.3333333,538,0.097177502,0.04988889,28.661,0.999901631,0,0,825.0538212,1445.691318,0.697912839,24.1844885,4614.352049,47.16795529,3032.239478,47.16795529,0,0
CH5171,5,4.120707672,251.6216931,697,0.097177502,0.04988889,28.653,1.000122359,0,0,823.6244249,1444.288409,0.697912839,23.82538187,4613.096233,48.74705177,3032.239478,48.74705177,0,0
CH5172,1,3.4,50,697,0.097177502,0.04988889,28.653,1.000122359,0,0,823.529366,1444.187044,0.697912839,24.1039865,4613.377952,48.73639431,3032.239478,48.73639431,0,0
CH5173,4,3.626,130.4,697,0.097177502,0.04988889,28.653,1.000122359,0,0,823.4465371,1444.099138,0.697912839,24.33062159,4613.603371,48.7348138,3032.239478,48.7348138,0,0
CH5174,3,3.93,238,623,0.097177502,0.04988889,28.653,1.000122359,0,0,823.3474039,1443.994294,0.697912839,24.58760174,4613.855456,48.73987892,3032.239478,48.73987892,0,0
CH5175,3,3.83,185.3333333,623,0.097177502,0.04988889,28.653,1.000122359,0,0,823.2701497,1443.911831,0.697912839,24.81523436,4614.084926,48.73497571,3032.239478,48.73497571,0,0
CH5176,3,3.754,153.2,803,0.0990985,0.042452629,28.664,0.996443563,0,0,823.4797187,1444.192295,0.697912839,22.09984688,4610.834845,49.63800895,3032.239478,49.63800895,0,0
CH5177,6,4.111,229.05,809,0.097177502,0.04988889,28.664,0.996443563,0,0,823.42676,1444.134522,0.697912839,22.30453425,4611.06032,49.60010633,3032.239478,49.60010633,0,0
CH5178,5,4.047391304,221.6086957,809,0.097177502,0.04988889,28.664,0.996443563,0,0,823.3581786,1444.06036,0.697912839,22.54520383,4611.320166,49.56394425,3032.239478,49.56394425,0,0
CH5179,6,3.955909081,209.3181818,809,0.097177502,0.04988889,28.664,0.996443563,0,0,823.2850843,1443.98238,0.697912839,22.76219909,4611.545971,49.54477365,3032.239478,49.54477365,0,0
CH5180,4,3.952500019,194.5,809,0.097177502,0.04988889,28.658,0.998391116,0,0,823.2125567,1443.903994,0.697912839,23.01419947,4611.816086,49.51109818,3032.239478,49.51109818,0,0
CH5181,4,3.501538462,55.84615385,3634,0.113387004,0.035380362,28.768,0.85841844,0,0,723.7921615,1344.169113,0.697912839,132.2779067,4498.508301,12.30285654,3032.239478,12.30285654,0,0
CH5182,2,3.440740741,40.22222222,3634,0.113387004,0.035380362,28.768,0.85841844,0,0,723.6731153,1344.05444,0.697912839,132.0936322,4498.671073,12.48232904,3032.239478,12.48232904,0,0
CH5183,3,3.457894737,47,3634,0.113387004,0.035380362,28.768,0.85841844,0,0,723.5397552,1343.926165,0.697912839,131.8815804,4498.860335,12.69003873,3032.239478,12.69003873,0,0
CH5184,3,3.479310345,45.24137931,3667,0.106980998,0.034682158,28.768,0.85841844,0,0,723.4113645,1343.803096,0.697912839,131.6648985,4499.057989,12.90461587,3032.239478,12.90461587,0,0
CH5185,3,3.421311475,51.67213115,3667,0.106980998,0.034682158,28.777,0.858671981,0,0,723.2845265,1343.681096,0.697912839,131.4623649,4499.239019,13.10339207,3032.239478,13.10339207,0,0
CH5186,2,3.553333333,30.88888889,3673,0.109670501,0.036170603,28.797,0.856949974,0,0,721.9787287,1342.419834,0.697912839,129.5091663,4500.939389,15.00546329,3032.239478,15.00546329,0,0
CH5187,0,0,0,3681,0.109670501,0.036170603,28.797,0.856949974,0,0,721.8238971,1342.270555,0.697912839,129.2672827,4501.153604,15.24350949,3032.239478,15.24350949,0,0
CH5188,1,3.5,26,3681,0.109670501,0.036170603,28.797,0.856949974,0,0,721.6783407,1342.129778,0.697912839,129.0524019,4501.339551,15.45319723,3032.239478,15.45319723,0,0
CH5189,1,3.4,50,3681,0.109670501,0.036170603,28.797,0.856949974,0,0,721.5288419,1341.985406,0.697912839,128.8247911,4501.539033,15.67653644,3032.239478,15.67653644,0,0
CH5190,2,3.38,40.66666667,3681,0.109670501,0.036170603,28.797,0.856949974,0,0,721.3793514,1341.841087,0.697912839,128.5953802,4501.740721,15.90203055,3032.239478,15.90203055,0,0
CH5191,2,3.3425,45.25,3535,0.113387004,0.035380362,28.738,0.860026144,0,0,724.018909,1344.328713,0.697912839,134.2585536,4496.193172,10.09792511,3032.239478,10.09792511,0,0
CH5192,2,3.49,28.4,3535,0.113387004,0.035380362,28.758,0.857855666,0,0,723.8159327,1344.128005,0.697912839,134.0942875,4496.287004,10.24048241,3032.239478,10.24048241,0,0
CH5193,3,3.499090909,31.36363636,3535,0.113387004,0.035380362,28.758,0.857855666,0,0,723.616904,1343.931013,0.697912839,133.9383445,4496.372816,10.37621809,3032.239478,10.37621809,0,0
CH5194,2,3.478823529,28.58823529,3535,0.113387004,0.035380362,28.758,0.857855666,0,0,723.3782806,1343.694911,0.697912839,133.749262,4496.478421,10.54341878,3032.239478,10.54341878,0,0
CH5195,2,3.401298701,49.68831169,3535,0.113387004,0.035380362,28.758,0.857855666,0,0,723.113992,1343.433661,0.697912839,133.5331267,4496.603763,10.73847824,3032.239478,10.73847824,0,0
CH5196,2,3.411904762,47.14285714,3465,0.113387004,0.035380362,28.751,0.861998765,0,0,726.183682,1346.492555,0.697912839,133.5969626,4495.973059,9.455857653,3032.239478,9.455857653,0,0
CH5197,1,3.4,50,3465,0.113387004,0.035380362,28.751,0.861998765,0,0,726.4789372,1346.785983,0.697912839,133.4635039,4495.885957,9.338268114,3032.239478,9.338268114,0,0
CH5198,2,3.455172414,36.75862069,3465,0.113387004,0.035380362,28.751,0.861998765,0,0,726.7564666,1347.061649,0.697912839,133.3419862,4495.799232,9.228472025,3032.239478,9.228472025,0,0
CH5199,3,3.445714286,43.07142857,3465,0.113387004,0.035380362,28.772,0.863780198,0,0,727.0608834,1347.363779,0.697912839,133.2150803,4495.696001,9.106328415,3032.239478,9.106328415,0,0
CH5200,2,3.406666667,72,3471,0.113387004,0.035380362,28.772,0.863780198,0,0,727.3486614,1347.649529,0.697912839,133.0921868,4495.602955,9.001618338,3032.239478,9.001618338,0,0
CH5201,2,3.596,43.2,2111,0.1048255,0.037040129,28.805,0.84217544,0,0,734.8939885,1354.955944,0.697912839,134.4400377,4487.35348,5.410693831,3032.239478,5.410693831,0,0
CH5202,1,3.5,26,2118,0.1048255,0.037040129,28.81,0.847113271,0,0,734.6596554,1354.727799,0.697912839,134.4358608,4487.561622,5.264837725,3032.239478,5.264837725,0,0
CH5203,3,3.446666667,37.91666667,2118,0.1048255,0.037040129,28.81,0.847113271,0,0,734.4521685,1354.526242,0.697912839,134.4221319,4487.759888,5.149302563,3032.239478,5.149302563,0,0
CH5204,2,3.489411765,27.29411765,2118,0.1048255,0.037040129,28.81,0.847113271,0,0,734.2578958,1354.337238,0.697912839,134.4159197,4487.937302,5.047209244,3032.239478,5.047209244,0,0
CH5205,2,3.557500005,40,2396,0.1048255,0.037040129,28.81,0.847113271,0,0,734.0777854,1354.162139,0.697912839,134.4074642,4488.105873,4.962075068,3032.239478,4.962075068,0,0
CH5206,3,3.622,59.6,2640,0.109504499,0.041064431,28.811,0.852378938,0,0,732.608316,1352.742909,0.697912839,134.080954,4489.781249,4.825731817,3032.239478,4.825731817,0,0
CH5207,1,3.5,26,2919,0.109504499,0.041064431,28.805,0.856581558,0,0,732.3713295,1352.512651,0.697912839,134.0528315,4490.011696,4.84951923,3032.239478,4.84951923,0,0
CH5208,1,3.5,26,2919,0.109504499,0.041064431,28.805,0.856581558,0,0,732.1023422,1352.249129,0.697912839,134.0734227,4490.206304,4.842595407,3032.239478,4.842595407,0,0
CH5209,4,3.441176471,36.58823529,2919,0.109504499,0.041064431,28.805,0.856581558,0,0,731.9539174,1352.106019,0.697912839,134.0296324,4490.385546,4.906609367,3032.239478,4.906609367,0,0
CH5210,2,3.384285714,40.14285714,2919,0.109504499,0.041064431,28.805,0.856581558,0,0,731.72658,1351.884454,0.697912839,134.0197271,4490.586651,4.955989806,3032.239478,4.955989806,0,0
CH5211,1,3.5,26,2052,0.1048255,0.037040129,28.815,0.840192116,0,0,737.2136225,1357.272601,0.697912839,133.1682822,4487.045936,7.37333408,3032.239478,7.37333408,0,0
CH5212,1,3.5,26,2052,0.1048255,0.037040129,28.818,0.844935887,0,0,737.0850756,1357.151117,0.697912839,133.0797486,4487.270681,7.303909601,3032.239478,7.303909601,0,0
CH5213,2,3.464,30.4,2052,0.1048255,0.037040129,28.818,0.844935887,0,0,736.9546387,1357.026959,0.697912839,133.0103003,4487.472507,7.234712019,3032.239478,7.234712019,0,0
CH5214,1,3.5,26,2081,0.1048255,0.037040129,28.818,0.844935887,0,0,736.8187447,1356.89787,0.697912839,132.9318703,4487.691267,7.171411799,3032.239478,7.171411799,0,0
CH5215,1,3.5,26,2287,0.1048255,0.037040129,28.814,0.845976104,0,0,736.682272,1356.767352,0.697912839,132.8733739,4487.884802,7.107511473,3032.239478,7.107511473,0,0
CH5216,1,3.5,26,2287,0.1048255,0.037040129,28.814,0.845976104,0,0,736.2547232,1356.348445,0.697912839,132.9217757,4488.18775,6.836800746,3032.239478,6.836800746,0,0
CH5217,1,3.5,26,2287,0.1048255,0.037040129,28.814,0.845976104,0,0,736.1178886,1356.218107,0.697912839,132.8512899,4488.398916,6.7964345,3032.239478,6.7964345,0,0
CH5218,1,3.5,26,2287,0.1048255,0.037040129,28.82,0.850379926,0,0,735.9797446,1356.086549,0.697912839,132.779482,4488.613492,6.764036408,3032.239478,6.764036408,0,0
CH5219,1,3.5,26,2492,0.104727998,0.043458983,28.82,0.850379926,0,0,735.8496795,1355.962484,0.697912839,132.7165288,4488.80983,6.738384482,3032.239478,6.738384482,0,0
CH5220,1,3.5,26,2558,0.104727998,0.043458983,28.82,0.850379926,0,0,735.6976738,1355.817027,0.697912839,132.653727,4489.025546,6.71065777,3032.239478,6.71065777,0,0
CH5221,1,3.5,26,2230,0.1048255,0.037040129,28.818,0.844935887,0,0,737.1148758,1357.207699,0.697912839,132.4440669,4488.080432,7.539766311,3032.239478,7.539766311,0,0
CH5222,0,0,0,2230,0.1048255,0.037040129,28.818,0.844935887,0,0,736.9297266,1357.025934,0.697912839,132.4727208,4488.20099,7.419089005,3032.239478,7.419089005,0,0
CH5223,1,3.5,26,2287,0.1048255,0.037040129,28.825,0.849216577,0,0,736.7815064,1356.884195,0.697912839,132.4083055,4488.413071,7.365194708,3032.239478,7.365194708,0,0
CH5224,0,0,0,2287,0.1048255,0.037040129,28.82,0.850379926,0,0,736.6399619,1356.748724,0.697912839,132.3495083,4488.612525,7.319302223,3032.239478,7.319302223,0,0
CH5225,1,3.5,26,2492,0.104727998,0.043458983,28.82,0.850379926,0,0,736.4868845,1356.601914,0.697912839,132.2929207,4488.819517,7.273439305,3032.239478,7.273439305,0,0
CH5226,2,3.38,40.66666667,2773,0.104727998,0.043458983,28.825,0.854128779,0,0,735.3563068,1355.520694,0.697912839,131.8044838,4490.460318,7.236425371,3032.239478,7.236425371,0,0
CH5227,1,3.5,26,2983,0.104727998,0.043458983,28.82,0.855208034,0,0,735.2046573,1355.375414,0.697912839,131.7449452,4490.674942,7.262777619,3032.239478,7.262777619,0,0
CH5228,2,3.473333333,29.25925926,2983,0.104727998,0.043458983,28.82,0.855208034,0,0,735.0648029,1355.241429,0.697912839,131.6805684,4490.873221,7.29424198,3032.239478,7.29424198,0,0
CH5229,6,3.415196078,44.12156863,2983,0.104727998,0.043458983,28.793,0.858459383,0,0,734.9339538,1355.116298,0.697912839,131.6128277,4491.066374,7.33497102,3032.239478,7.33497102,0,0
CH5230,7,3.412990654,50.41115215,2983,0.104727998,0.043458983,28.793,0.858459383,0,0,734.7900484,1354.97868,0.697912839,131.5383392,4491.279285,7.387013053,3032.239478,7.387013053,0,0
CH5231,0,0,0,2118,0.1048255,0.037040129,28.81,0.847113271,0,0,734.3533113,1354.43222,0.697912839,134.3699564,4487.915224,5.119908515,3032.239478,5.119908515,0,0
CH5232,1,3.5,26,2396,0.1048255,0.037040129,28.81,0.847113271,0,0,734.202601,1354.286205,0.697912839,134.3513196,4488.0715,5.05276708,3032.239478,5.05276708,0,0
CH5233,1,3.5,26,2396,0.1048255,0.037040129,28.81,0.847113271,0,0,734.083986,1354.171784,0.697912839,134.3253898,4488.209773,5.011101584,3032.239478,5.011101584,0,0
CH5234,1,3.5,26,2396,0.1048255,0.037040129,28.81,0.847113271,0,0,733.946182,1354.038412,0.697912839,134.305347,4488.35731,4.962969647,3032.239478,4.962969647,0,0
CH5235,1,3.5,26,2396,0.1048255,0.037040129,28.804,0.848038592,0,0,733.8312356,1353.927863,0.697912839,134.2727185,4488.501885,4.938039555,3032.239478,4.938039555,0,0
CH5236,4,3.356428571,44.76666667,2919,0.109504499,0.041064431,28.805,0.856581558,0,0,732.1361381,1352.280073,0.697912839,134.1228383,4490.114501,4.787721307,3032.239478,4.787721307,0,0
CH5237,1,3.5,26,2919,0.109504499,0.041064431,28.805,0.856581558,0,0,731.9849078,1352.132787,0.697912839,134.1136103,4490.251103,4.811479511,3032.239478,4.811479511,0,0
CH5238,1,3.5,26,2919,0.109504499,0.041064431,28.805,0.856581558,0,0,731.8258551,1351.977988,0.697912839,134.1014998,4490.398242,4.846510481,3032.239478,4.846510481,0,0
CH5239,1,3.5,26,2919,0.109504499,0.041064431,28.805,0.856581558,0,0,731.6898391,1351.845943,0.697912839,134.0831832,4490.534704,4.891492743,3032.239478,4.891492743,0,0
CH5240,2,3.621249974,80.875,2919,0.109504499,0.041064431,28.805,0.856581558,0,0,731.5612386,1351.721591,0.697912839,134.0540554,4490.679354,4.952979706,3032.239478,4.952979706,0,0
CH5241,1,3.5,26,3592,0.113387004,0.035380362,28.746,0.860379486,0,0,724.1519826,1344.511262,0.697912839,132.9577351,4497.864713,11.61842808,3032.239478,11.61842808,0,0
CH5242,1,3.5,26,3591,0.113387004,0.035380362,28.761,0.858221407,0,0,723.9447509,1344.305035,0.697912839,132.8243498,4497.917112,11.71375045,3032.239478,11.71375045,0,0
CH5243,2,3.46,30.88888889,3589,0.113387004,0.035380362,28.751,0.862455897,0,0,725.8770508,1346.23738,0.697912839,132.5065018,4497.753619,11.23081089,3032.239478,11.23081089,0,0
CH5244,2,3.474285714,29.14285714,3591,0.113387004,0.035380362,28.761,0.858221407,0,0,723.4828852,1343.841573,0.697912839,132.6350695,4497.901587,11.81122605,3032.239478,11.81122605,0,0
CH5245,4,3.41,45.2,3644,0.111064002,0.037816331,28.77,0.856399925,0,0,721.5397122,1341.91559,0.697912839,131.1730726,4498.66273,13.08032055,3032.239478,13.08032055,0,0
CH5246,0,0,0,3644,0.111064002,0.037816331,28.77,0.856399925,0,0,721.3496475,1341.727602,0.697912839,131.0190771,4498.751168,13.22316821,3032.239478,13.22316821,0,0
CH5247,1,3.5,26,3644,0.111064002,0.037816331,28.779,0.854509677,0,0,721.1495828,1341.52936,0.697912839,130.8673818,4498.831646,13.36352214,3032.239478,13.36352214,0,0
CH5248,2,3.383529412,40.23529412,3644,0.111064002,0.037816331,28.779,0.854509677,0,0,720.9561545,1341.337216,0.697912839,130.7343854,4498.892878,13.4858857,3032.239478,13.4858857,0,0
CH5249,3,3.440769231,33.69230769,3654,0.111064002,0.037816331,28.779,0.854509677,0,0,720.7638575,1341.146456,0.697912839,130.5948312,4498.962821,13.61645872,3032.239478,13.61645872,0,0
CH5250,2,3.458461538,31.07692308,3537,0.113387004,0.035380362,28.751,0.861998765,0,0,725.5089693,1345.830743,0.697912839,133.688771,4496.466583,10.02925168,3032.239478,10.02925168,0,0
CH5251,2,3.397142857,38.57142857,3633,0.113387004,0.035380362,28.76,0.860539067,0,0,724.1661416,1344.534037,0.697912839,132.7233355,4498.161591,11.89555717,3032.239478,11.89555717,0,0
CH5252,1,3.5,26,3633,0.113387004,0.035380362,28.76,0.860539067,0,0,724.0068107,1344.378497,0.697912839,132.535592,4498.3068,12.06633158,3032.239478,12.06633158,0,0
CH5253,4,3.375316453,53.96202532,3634,0.113387004,0.035380362,28.768,0.85841844,0,0,723.8678521,1344.243198,0.697912839,132.361741,4498.445922,12.227499,3032.239478,12.227499,0,0
CH5254,3,3.3744,45.12,3634,0.113387004,0.035380362,28.768,0.85841844,0,0,723.7399744,1344.119603,0.697912839,132.1756696,4498.606125,12.40637771,3032.239478,12.40637771,0,0
CH5255,2,3.345714286,44.85714286,3683,0.109670501,0.036170603,28.78,0.856613415,0,0,722.1548495,1342.573284,0.697912839,130.2602235,4500.109586,14.19479714,3032.239478,14.19479714,0,0
CH5256,2,3.447058824,32.47058824,3683,0.109670501,0.036170603,28.78,0.856613415,0,0,721.9451611,1342.367041,0.697912839,130.0541825,4500.250252,14.38107161,3032.239478,14.38107161,0,0
CH5257,3,3.354157303,44.08988764,3687,0.109670501,0.036170603,28.78,0.856613415,0,0,721.7493726,1342.174816,0.697912839,129.8516105,4500.394167,14.56729994,3032.239478,14.56729994,0,0
CH5258,2,3.371923077,41.65384615,3687,0.109670501,0.036170603,28.78,0.856613415,0,0,721.5840452,1342.013014,0.697912839,129.6653141,4500.534449,14.74216322,3032.239478,14.74216322,0,0
CH5259,3,3.448888889,33.55555556,3687,0.109670501,0.036170603,28.797,0.856949974,0,0,721.4414959,1341.874106,0.697912839,129.4869233,4500.677238,14.91307628,3032.239478,14.91307628,0,0
CH5260,2,3.3848,40.08,3687,0.109670501,0.036170603,28.797,0.856949974,0,0,721.3522605,1341.791002,0.697912839,129.2619993,4500.905791,15.14650767,3032.239478,15.14650767,0,0
DHI001,3,3.825,64,65.7,0.313443005,0.127741896,23.496,2.039274685,288,54050,7.132397876,698.1202093,0.932662115,2.542705483,1855.241688,502.3785899,1453770.211,1045.668313,0,0.035736978
DHI002,4,3.64,108,59.8,0.348078504,0.119115148,23.4885,2.04105412,288,53982,7.389128638,699.6839453,0.932662115,2.279738227,1854.074687,500.8951881,1453770.211,1047.15078,0,0.035736978
DHI004,2,3.127272727,105.2727273,65.1,0.313443005,0.127741896,23.496,2.039274685,292,54079,7.039333278,698.0376912,0.932662115,2.499671716,1855.252156,502.4892827,1453770.211,1045.603454,0,0.035736978
DHI005,1,3.02,110,61.8,0.348078504,0.119115148,23.5075,2.039536113,288,53982,7.135142304,698.970366,0.932662115,2.222787722,1854.551453,501.6073688,1453770.211,1046.488824,0,0.035736978
DHI006,1,4.2,58,58.4,0.348078504,0.119115148,23.4885,2.04105412,288,53911,7.425907724,700.100028,0.932662115,2.245706784,1853.713326,500.5328714,1453770.211,1047.558517,0,0.035736978
DHI007,2,3.5,90,58.6,0.348078504,0.119115148,23.526,2.039647337,284,53599,7.910613306,700.9481626,0.932662115,2.735807291,1853.185884,499.6618504,1453770.211,1048.335201,0,0.035736978
DHI008,3,3.450000013,124.6666667,59.7,0.313443005,0.127741896,23.4775,2.040848012,288,54050,7.135108233,698.2151995,0.932662115,2.503296792,1855.168847,502.2896919,1453770.211,1045.758871,0,0.035736978
DHI009,0,0,0,61.5,0.348078504,0.119115148,23.5075,2.039536113,288,53982,7.330193054,699.2966522,0.932662115,2.327962455,1854.384127,501.2495776,1453770.211,1046.778273,0,0.035736978
DHI010,3,3.143636364,110,55,0.348078504,0.119115148,23.4885,2.04105412,288,53911,7.346096071,700.0720692,0.932662115,2.164656052,1853.691842,500.5862736,1453770.211,1047.543044,0,0.035736978
DHI011,4,3.397500014,109.75,58.5,0.348078504,0.119115148,23.526,2.039647337,284,53599,7.828782651,700.9613098,0.932662115,2.653221977,1853.122117,499.6835953,1453770.211,1048.361706,0,0.035736978
DHI012,1,3.02,110,64.8,0.348078504,0.119115148,23.5075,2.039536113,288,54050,7.463043784,698.9135705,0.932662115,2.569049003,1854.789546,501.5373369,1453770.211,1046.38388,0,0.035736978
DHI013,1,4.09,175,11.5,1.998344421,1.041014191,23.2025,2.303773892,294,55812,7.375081578,710.0334565,0.932662115,3.433656537,1836.683614,497.8756643,1453770.211,1059.432712,0.021666034,0.035736978
DHI014,1,4.09,175,14.5,1.998344421,1.041014191,23.075,2.360825888,294,55815,8.13156021,710.7900743,0.932662115,3.303100174,1835.375703,497.7372941,1453770.211,1060.335909,0.021666034,0.035736978
DHI015,2,4.424748677,284.5767196,13.8,1.998344421,1.041014191,23.075,2.360825888,294,56010,8.698556945,711.0973913,0.932662115,3.1825749,1834.724977,497.7770326,1453770.211,1060.732872,0.021666034,0.035736978
DHI016,2,3.14,97.5,17.8,0.348078504,0.119115148,23.39,2.044755897,292,54939,4.23401659,700.2278551,0.932662115,0,1851.626404,501.7013328,1453770.211,1048.198046,0,0.035736978
DHI017,3,3.157142857,108.5714286,29.5,0.348078504,0.119115148,23.3185,2.049293304,292,54939,3.687794618,700.4456206,0.932662115,0.41216005,1851.085076,501.746171,1453770.211,1048.502773,0,0.035736978
DHI018,5,3.2565,98.364,24.2,0.348078504,0.119115148,23.328,2.052137229,294,55179,3.260484427,700.7494113,0.932662115,1.080471977,1850.491252,501.703635,1453770.211,1048.885816,0,0.035736978
DHI019,3,3.717777778,172.6666667,20.4,0.348078504,0.119115148,23.328,2.052137229,296,55164,3.215924798,701.3138648,0.932662115,1.036717745,1849.772287,501.3693247,1453770.211,1049.497532,0,0.035736978
DHI020,3,3.263333333,63.76,18,0.348078504,0.119115148,23.39,2.044755897,292,54939,4.489742127,700.3686539,0.932662115,0,1851.644895,501.4864033,1453770.211,1048.299286,0,0.035736978
DHI021,2,4.364000024,193.186288,10,0.348078504,0.119115148,23.3185,2.049293304,294,54113,2.665843718,699.0254061,0.932662115,0.343755132,1851.892354,503.2603846,1453770.211,1047.223626,0,0.035736978
DHI022,4,3.797222223,202.6400466,8.6,0.348078504,0.119115148,23.3315,2.051057941,298,54425,2.22571916,698.5267694,0.932662115,0.292015698,1852.098785,503.8439333,1453770.211,1046.794697,0,0.035736978
DHI023,2,3.58,292.870715,7.4,0.348078504,0.119115148,23.3315,2.051057941,298,54425,1.827797169,698.0350519,0.932662115,0.575516483,1852.274432,504.4385625,1453770.211,1046.379087,0,0.035736978
DHI024,5,4.133999966,183.896572,9,0.348078504,0.119115148,23.2965,2.05672911,298,55132,1.34624414,697.7549617,0.932662115,0.909863338,1852.189092,504.9027367,1453770.211,1046.190758,0,0.035736978
DHI025,6,3.886666679,182.7777778,10,0.348078504,0.119115148,23.3185,2.049293304,294,54113,2.663563947,699.032161,0.932662115,0.351603895,1851.884347,503.2559653,1453770.211,1047.230794,0,0.035736978
DHI026,4,3.742000001,117.321144,8.6,0.348078504,0.119115148,23.3315,2.051057941,298,54425,2.206617741,698.5943471,0.932662115,0.344538637,1852.027551,503.7938284,1453770.211,1046.864095,0,0.035736978
DHI027,2,4.282222324,220,7.4,0.348078504,0.119115148,23.3315,2.051057941,298,54425,1.819419494,698.0556852,0.932662115,0.593391341,1852.254173,504.4222725,1453770.211,1046.399886,0,0.035736978
DHI028,5,4.35084923,303.0426037,9,0.348078504,0.119115148,23.2965,2.05672911,298,55132,1.331834866,697.7734679,0.932662115,0.925090736,1852.169222,504.8892928,1453770.211,1046.209854,0,0.035736978
DHI029,1,4.360000001,181.48286,8.5,0.348078504,0.119115148,23.2965,2.05672911,298,54396,1.490031207,697.1169867,0.932662115,0.963504957,1852.567422,505.5738483,1453770.211,1045.6125,0,0.035736978
