,SR,TaSharks,MaxL,Depth,Chla_median,Chla_sd,SST_median,SST_sd,pop_50km,pop_500km,Dist_nearest_pop,Dist_nearest_market,HDI,Dcoast_km,DCoralT_km,DistSeamount_km,GDP,Dist_SMT1500,FishingEffort01,FishingEffort05
NEW038,3,3.93,306.25,54,0.144930996,0.038798026,25.8385,1.65901218,192,188743,55.87164134,479.410978,0.777,53.84233553,707.8552348,81.65395577,2682.347064,86.81321569,0,0.00591363
NEW039,3,4.222222221,243.6126984,54,0.144930996,0.038798026,25.8385,1.65901218,192,188743,55.29155351,478.8550097,0.777,53.356461,708.2763854,81.19105004,2682.347064,87.25579023,0,0.00591363
NEW040,3,4.250185185,338.010582,54,0.144930996,0.038798026,25.8405,1.668976456,192,188842,54.77416439,478.3609727,0.777,52.87273536,708.6411959,80.74314654,2682.347064,87.64377093,0,0.00591363
NEW041,4,4.34,232.8571429,491,0.601970971,0.136886282,25.634,1.697893678,994,191694,35.34637435,455.3958998,0.777,29.66562455,732.7240987,90.41567223,2682.347064,94.22460697,0,0.00591363
NEW042,7,3.604777783,159.9515873,491,0.231089994,0.068579739,25.6965,1.683830925,994,191694,35.32610019,454.9600553,0.777,29.24141823,733.3567361,91.25331741,2682.347064,94.90718855,0,0.00591363
NEW043,4,2.870079365,51.93310658,491,0.51027298,0.204351297,25.734,1.673681217,994,191682,36.50008113,455.3002093,0.777,29.67535896,733.5928604,93.11949341,2682.347064,96.8782516,0,0.00591363
NEW044,3,3.446851851,105.3439153,491,0.231089994,0.068579739,25.705,1.682281537,994,191696,35.56469025,454.49288,0.777,28.83569523,734.1785004,92.63770035,2682.347064,96.12560279,0,0.00591363
NEW045,3,3.440185185,108.6772487,491,0.51027298,0.204351297,25.7355,1.667753584,994,191681,37.19686178,455.5011304,0.777,29.98098686,733.7254322,94.18113662,2682.347064,97.99896904,0.002056782,0.00591363
NEW146,1,3.840555554,104.031746,1015,0.163696498,0.0576591,24.143,1.615312416,109671,224453,11.38706859,27.02354955,0.777,11.36740463,1167.270177,173.2457065,2682.347064,173.2457065,0.001099764,0.008230941
NEW147,1,3.840555554,104.031746,1015,0.175369993,0.063632856,24.143,1.615312416,109671,224453,11.27645335,26.86175243,0.777,11.28709842,1167.030076,172.9976976,2682.347064,172.9976976,0.001099764,0.008230941
NEW149,1,3.840555554,104.031746,1015,0.175369993,0.063632856,24.093,1.618563155,109803,224857,11.07169667,26.54344292,0.777,11.14219341,1166.549891,172.5017366,2682.347064,172.5017366,0.001099764,0.008230941
NEW150,2,3.65576923,86.17582418,1015,0.175369993,0.063632856,24.093,1.618563155,109656,224499,10.9778631,26.38699454,0.777,11.07780009,1166.309806,172.2537846,2682.347064,172.2537846,0.001099764,0.008230941
NEW152,3,4.129027777,149.515873,634,0.202810496,0.081850335,24.005,1.575283,109429,223613,15.05933053,30.73490449,0.777,8.306209386,1183.073007,171.285359,2682.347064,171.285359,0,0.027985445
NEW153,3,3.717187499,95.39285714,634,0.202810496,0.081850335,24.005,1.575283,109429,223613,15.28628389,30.98904685,0.777,8.507504559,1183.189773,171.345953,2682.347064,171.345953,0,0.027985445
NEW154,1,3.840555554,104.031746,634,0.202810496,0.081850335,24.005,1.575283,109429,223613,15.51460283,31.24344699,0.777,8.711990866,1183.306589,171.4069201,2682.347064,171.4069201,0,0.027985445
NEW155,2,3.74673611,97.73277778,634,0.202810496,0.081850335,24.044,1.574545166,109429,223613,15.74422779,31.49809859,0.777,8.919448741,1183.423453,171.4682598,2682.347064,171.4682598,0,0.027985445
NEW156,1,3.840555554,104.031746,581,0.347161993,0.140178548,23.845,1.523128286,126,223405,49.42437714,80.52364619,0.777,10.58373431,1238.621945,123.3738472,2682.347064,123.3738472,0,0.000610602
NEW157,2,3.577619046,90.88435374,581,0.325958997,0.137067669,23.845,1.523128286,126,223405,49.62214777,80.68886867,0.777,10.67920352,1238.757258,123.393881,2682.347064,123.393881,0,0.000610602
NEW158,2,3.183214285,71.16326531,581,0.325958997,0.137067669,23.845,1.523128286,126,223405,49.819942,80.8542511,0.777,10.77109517,1238.892586,123.4142029,2682.347064,123.4142029,0,0.000610602
NEW159,1,3.840555554,104.031746,634,0.202810496,0.081850335,24.01,1.575934208,109546,223918,14.83380558,30.48102644,0.777,8.108343116,1182.95629,171.2251383,2682.347064,171.2251383,0,0.027985445
NEW160,1,2,12,581,0.325958997,0.137067669,23.868,1.531697736,111,223405,50.21560008,81.18549186,0.777,10.96244468,1239.163285,123.4557107,2682.347064,123.4557107,0,0.000610602
NEW161,3,3.143641974,67.75541446,344,0.415313005,0.141842751,24.098,1.634399273,111295,225489,8.905173484,24.09573577,0.777,9.383502778,1162.354215,168.1680306,2682.347064,168.1680306,0,0.008230941
NEW162,4,3.667291665,83.56380952,344,0.415313005,0.141842751,24.098,1.634399273,111295,225489,8.966719934,24.15737489,0.777,9.445770283,1162.358471,168.2054538,2682.347064,168.2054538,0,0.008230941
NEW163,3,3.518703702,73.27116402,344,0.415313005,0.141842751,24.098,1.634399273,111295,225489,9.028268011,24.21901411,0.777,9.508044988,1162.362732,168.2428922,2682.347064,168.2428922,0,0.008230941
NEW164,5,3.411851851,136.6172487,344,0.415313005,0.141842751,24.098,1.634399273,111295,225489,9.089817682,24.28065343,0.777,9.570326751,1162.366996,168.2803459,2682.347064,168.2803459,0,0.008230941
NEW165,3,3.51119658,85.40903541,344,0.415313005,0.141842751,24.098,1.634399273,111295,225489,9.151368912,24.34229285,0.777,9.632615432,1162.371263,168.317815,2682.347064,168.317815,0,0.008230941
NEW166,2,4.060370369,136.021164,400,0.711469501,0.392336425,24.619,1.659321821,32835,228439,9.435024167,79.87412737,0.777,6.572614479,1091.24693,130.3658913,2682.347064,130.3658913,0,0.018945689
NEW167,2,3.72616402,92.97808012,400,0.711469501,0.392336425,24.619,1.659321821,32835,228439,9.37733112,79.70094251,0.777,6.510276257,1091.405588,130.3858858,2682.347064,130.3858858,0,0.018945689
NEW168,3,3.450222221,70.74069841,400,0.711469501,0.392336425,24.619,1.659321821,32835,228439,9.322535511,79.52776232,0.777,6.452273435,1091.564253,130.4061234,2682.347064,130.4061234,0,0.018945689
NEW169,4,3.29550505,57.78834055,400,0.711469501,0.392336425,24.594,1.660566916,33023,228477,9.270688697,79.35458682,0.777,6.398723849,1091.722924,130.426604,2682.347064,130.426604,0,0.018945689
NEW170,3,3.325873015,94.29478458,400,0.711469501,0.392336425,24.594,1.660566916,33023,228477,9.221840393,79.18141605,0.777,6.349740103,1091.881602,130.4473275,2682.347064,130.4473275,0,0.018945689
NEW171,4,3.752752524,101.9201443,1296,0.160356998,0.052058148,25.735,1.676149437,12829,203093,18.83159033,318.5511709,0.777,10.55004249,867.4506026,107.2015038,2682.347064,157.2162488,0.036275333,0.270334589
NEW172,7,3.697979799,129.6117027,1296,0.160356998,0.052058148,25.735,1.676149437,12829,203093,19.0903528,318.6711537,0.777,10.63478159,867.4265387,107.4710031,2682.347064,157.3199086,0.036275333,0.270334589
NEW173,4,3.636979165,91.49255952,1296,0.160356998,0.052058148,25.735,1.676149437,12829,203093,19.34928707,318.7913123,0.777,10.72623279,867.4025697,107.7405626,2682.347064,157.4240066,0.036275333,0.270334589
NEW174,3,3.604333332,104.8190476,1296,0.160356998,0.052058148,25.787,1.672316971,12783,203093,19.60838634,318.9116463,0.777,10.82422586,867.3786957,108.010182,2682.347064,157.5285419,0.036275333,0.270334589
NEW176,2,3.540277777,75.01587302,597,0.177509002,0.064305915,25.785,1.428935459,11248,267504,14.79641525,307.9770907,0.777,13.81850914,863.4027159,39.46130793,2682.347064,95.97018264,0.171906292,0.064003543
NEW177,2,3.294595959,51.27561328,597,0.177509002,0.064305915,25.785,1.428935459,11248,267504,14.92903208,307.8664984,0.777,13.89125442,863.4979099,39.31363348,2682.347064,95.76105502,0.171906292,0.064003543
NEW178,2,3.465277777,78.83587302,597,0.177509002,0.064305915,25.796,1.424287505,11248,267504,15.06295596,307.7559876,0.777,13.96675016,863.593146,39.16652064,2682.347064,95.55192736,0.171906292,0.064003543
NEW179,3,3.797460316,198.0181406,597,0.177509002,0.064305915,25.796,1.424287505,11248,267504,15.19815234,307.6455582,0.777,14.044952,863.6884242,39.01997575,2682.347064,95.34279967,0.171906292,0.064003543
NEW180,4,3.540079365,173.1473923,597,0.177509002,0.064305915,25.796,1.424287505,11124,269940,15.33458756,307.5352103,0.777,14.125815,863.7837447,38.87400524,2682.347064,95.13367192,0.171906292,0.064003543
NEW181,2,3.640370369,84.68783069,887,0.223353997,0.093729126,25.792,1.482164406,12365,266996,11.58799263,283.6411266,0.777,10.82239757,886.7200435,39.13670988,2682.347064,81.5838273,0.088111654,0.064003543
NEW182,1,3.840555554,104.031746,887,0.223353997,0.093729126,25.792,1.482164406,12365,266996,11.62831942,283.5317776,0.777,10.86730341,886.8209721,39.08075299,2682.347064,81.46252703,0.088111654,0.064003543
NEW183,2,3.590370369,87.23449735,887,0.223353997,0.093729126,25.792,1.482164406,12365,266996,11.66997683,283.422447,0.777,10.88600259,886.9219116,39.02521544,2682.347064,81.34128582,0.088111654,0.064003543
NEW184,2,3.590370369,87.23449735,887,0.223353997,0.093729126,25.792,1.482164406,12558,266994,11.71295065,283.3131348,0.777,10.90645194,887.0228621,38.97009903,2682.347064,81.22010395,0.088111654,0.064003543
NEW185,2,3.640370369,84.68783069,887,0.223353997,0.093729126,25.792,1.482164406,12546,267001,11.75722646,283.2038411,0.777,10.92864161,887.1238236,38.91540555,2682.347064,81.09898166,0.088111654,0.064003543
NEW186,1,3.840555554,104.031746,196,0.180122003,0.12071303,25.628,1.541431519,7918,267032,13.323539,178.6141655,0.777,8.087176755,989.1370637,76.79983261,2682.347064,76.79983261,0.038041904,0.111070742
NEW187,3,3.818333332,115.1470476,196,0.180122003,0.12071303,25.628,1.541431519,7804,267034,13.59496297,178.5082416,0.777,8.347031656,989.2703541,76.50760877,2682.347064,76.50760877,0.038041904,0.111070742
NEW188,3,3.570333332,82.34704762,196,0.180122003,0.12071303,25.638,1.535684019,7728,267067,13.86638965,178.4026681,0.777,8.608971262,989.4037171,76.21538531,2682.347064,76.21538531,0.038041904,0.111070742
NEW189,2,3.757160492,98.43266314,196,0.180122003,0.12071303,25.638,1.535684019,7728,267067,14.13781888,178.2974455,0.777,8.872810987,989.5371526,75.92316223,2682.347064,75.92316223,0.038041904,0.111070742
NEW190,1,3.840555554,104.031746,196,0.180122003,0.12071303,25.638,1.535684019,7728,267067,14.40925052,178.1925744,0.777,9.138386295,989.6706608,75.63093955,2682.347064,75.63093955,0.038041904,0.111070742
NEW191,2,3.620277777,107.015873,510,0.159236997,0.127113126,25.515,1.62016459,13055,256304,13.60206813,80.77580054,0.777,9.687948998,1098.041512,80.57230211,2682.347064,80.57230211,0.543607193,0.100124477
NEW192,1,4.48,210,510,0.159236997,0.127113126,25.524,1.613807351,13055,256304,14.09672808,81.17341111,0.777,10.1133283,1097.908565,80.26345489,2682.347064,80.26345489,0.543607193,0.100124477
NEW193,0,0,0,510,0.159236997,0.127113126,25.519,1.610455136,13055,256304,14.59139622,81.57209252,0.777,10.54395925,1097.775827,79.95637744,2682.347064,79.95637744,0.543607193,0.100124477
NEW194,3,3.803518518,122.5572487,510,0.159236997,0.127113126,25.519,1.610455136,12524,256903,15.08607246,81.97182927,0.777,10.97922451,1097.6433,79.65109032,2682.347064,79.65109032,0.543607193,0.100124477
NEW195,2,4.455,410,510,0.159236997,0.127113126,25.519,1.610455136,12524,256903,15.58075674,82.37260612,0.777,11.41859468,1097.510983,79.34761427,2682.347064,79.34761427,0.543607193,0.100124477
NEW196,5,3.579365079,77.33024943,94,0.231381997,0.099376519,23.786,1.512786147,10841,227505,31.57786127,74.45295582,0.777,7.047099529,1232.519174,103.605499,2682.347064,103.605499,0,0.167688359
NEW197,5,3.893425926,143.945291,94,0.231381997,0.099376519,23.786,1.512786147,10841,227505,31.76237306,74.64480881,0.777,7.162403491,1232.694321,103.4032854,2682.347064,103.4032854,0,0.167688359
NEW198,5,3.433611115,160.4623492,94,0.231381997,0.099376519,23.786,1.512786147,10841,227505,31.94701568,74.83668055,0.777,7.281528406,1232.869477,103.2010752,2682.347064,103.2010752,0,0.167688359
NEW199,4,4.149222221,173.6126984,94,0.231381997,0.099376519,23.786,1.512786147,10353,227545,32.13178686,75.0285709,0.777,7.404289777,1233.044643,102.9988686,2682.347064,102.9988686,0,0.167688359
NEW200,3,3.761851851,112.5572487,94,0.231381997,0.099376519,23.786,1.512786147,10353,227545,32.3166844,75.22047971,0.777,7.530509686,1233.219817,102.7966655,2682.347064,102.7966655,0,0.167688359
NEW201,1,4.4,350,300,0.198284999,0.069259277,24.826,1.691767783,9907,223805,9.262692039,175.8503649,0.777,7.512622555,1004.79267,148.6740069,2682.347064,148.6740069,0,0
NEW202,0,0,0,300,0.198284999,0.069259277,24.82,1.695626357,10102,223828,8.792594481,176.2169799,0.777,7.104393018,1004.32054,148.271837,2682.347064,148.271837,0,0
NEW203,0,0,0,300,0.198284999,0.069259277,24.82,1.695626357,10102,223828,8.3283902,176.5844439,0.777,6.706660783,1003.848324,147.8700809,2682.347064,147.8700809,0,0
NEW204,0,0,0,300,0.543148994,0.575139603,24.82,1.695626357,10122,223818,7.871373538,176.9526192,0.777,6.321630732,1003.37622,147.4689482,2682.347064,147.4689482,0,0
NEW205,0,0,0,300,0.543148994,0.575139603,24.824,1.701970276,10122,223818,7.422627878,177.3216344,0.777,5.951549451,1002.904029,147.068238,2682.347064,147.068238,0,0
NEW207,1,3.24,46,1298,0.184885994,0.05122714,25.233,1.682061715,10651,217179,11.95552662,229.587407,0.777,11.68076068,951.7249789,116.0115123,2682.347064,134.1829764,0,0
NEW208,0,0,0,1298,0.184885994,0.05122714,25.228,1.68184531,10651,217179,11.97072812,229.535269,0.777,11.68871755,951.7798013,116.0464042,2682.347064,134.1973365,0,0
NEW209,0,0,0,1298,0.184885994,0.05122714,25.228,1.68184531,10651,217179,11.98618332,229.4831335,0.777,11.69692829,951.8346237,116.0813118,2682.347064,134.2117179,0,0
NEW210,1,2,12,1298,0.184885994,0.05122714,25.228,1.68184531,10651,217179,12.00189122,229.4310004,0.777,11.70539238,951.889446,116.1162352,2682.347064,134.2261204,0,0
NEW211,2,3.545,103.25,665,0.297204494,0.14007717,25.763,1.640811534,8596,203093,13.12792694,346.5812526,0.777,12.14835858,837.9023314,105.6875735,2682.347064,131.6708224,0,0.270334589
NEW213,1,4.355,180,665,0.314844012,0.11549607,25.798,1.634971124,8598,203093,14.05518109,346.0799657,0.777,12.99005573,838.6375343,106.2733875,2682.347064,132.6333243,0,0.270334589
NEW214,4,3.568650804,323.1473923,665,0.314844012,0.11549607,25.798,1.634971124,8598,203093,14.52459478,345.8302395,0.777,13.41757596,839.0053231,106.5684102,2682.347064,133.1146346,0,0.270334589
NEW216,4,3.575069444,101.7539683,1282,0.383986995,0.149577777,25.639,1.546373803,1008,199521,26.36878903,434.49258,0.777,10.31898132,754.1324932,97.92737343,2682.347064,97.92737343,0.06331499,0.056579841
NEW217,3,4.124027777,222.015873,1282,0.383986995,0.149577777,25.639,1.546373803,1008,199521,26.59952758,434.5186503,0.777,10.4626546,754.1829726,98.17718708,2682.347064,98.17718708,0.06331499,0.056579841
NEW218,3,3.309409722,47.47073413,1282,0.383986995,0.149577777,25.639,1.546373803,1008,199521,26.83051268,434.5448576,0.777,10.61033127,754.2335355,98.42700738,2682.347064,98.42700738,0.06331499,0.056579841
NEW219,2,3.786666667,83.33333333,1282,0.383986995,0.149577777,25.639,1.546373803,1008,199444,27.061738,434.5712019,0.777,10.76184643,754.2841819,98.67683428,2682.347064,98.67683428,0.06331499,0.056579841
NEW220,1,3.840555554,104.031746,1282,0.383986995,0.149577777,25.67,1.5390917,1008,199444,27.29319743,434.5976832,0.777,10.91704017,754.3349117,98.92666772,2682.347064,98.92666772,0.01147048,0.056579841
NEW221,2,4.4275,190,212,0.174484,0.148569988,26.037,1.37995207,0,71274,164.8720795,514.9310969,0.616381671,4.497637007,603.6615673,23.19911076,801.7875559,23.19911076,0.006392308,0.006194334
NEW223,1,4.355,180,212,0.174484,0.148569988,26.037,1.37995207,0,70115,165.5627784,515.329306,0.616381671,4.790638981,602.9736883,23.46453321,801.7875559,23.46453321,0.006392308,0.006194334
NEW224,2,3.743333333,276.6666667,212,0.174484,0.148569988,26.037,1.37995207,0,70246,165.9082948,515.5286936,0.616381671,4.971439441,602.6297903,23.60468196,801.7875559,23.60468196,0.006392308,0.006194334
NEW225,3,3.755,208.3333333,212,0.174484,0.148569988,26.037,1.37995207,0,70246,166.2539217,515.7282696,0.616381671,5.172011529,602.2859199,23.74967321,801.7875559,23.74967321,0.006392308,0.006194334
NEW226,1,3.840555554,104.031746,254,0.128565997,0.037234215,26.046,1.385658418,0,77981,161.8708637,509.1271429,0.616381671,8.634094442,607.45014,25.00122167,801.7875559,25.00122167,0.006392308,0.006194334
NEW227,2,4.097777777,142.015873,254,0.128565997,0.037234215,26.048,1.383595081,0,77883,161.1891933,509.4007485,0.616381671,8.207456909,608.0009906,25.08551064,801.7875559,25.08551064,0.006392308,0.006194334
NEW228,1,3.840555554,104.031746,254,0.271266013,0.099375122,26.025,1.381485715,0,76478,160.5084849,509.6754102,0.616381671,7.824593171,608.5522097,24.42885224,801.7875559,24.42885224,0.006392308,0.006194334
NEW229,1,3.840555554,104.031746,254,0.366564006,0.123969868,26.025,1.381485715,0,77398,159.8287505,509.9511261,0.616381671,7.492216554,609.1037964,23.77608238,801.7875559,23.77608238,0.006392308,0.006194334
NEW230,4,4.203730134,149.723356,254,0.366564006,0.123969868,26.021,1.37633047,0,77398,159.1500021,510.2278945,0.616381671,7.217305221,609.6557495,23.12753018,801.7875559,23.12753018,0.045132855,0.006194334
NEW231,5,3.710092605,107.3386243,240,0.141732499,0.092705974,26.157,1.359548516,0,63277,193.6422486,524.2701912,0.616381671,6.137207533,576.3890957,36.18436726,801.7875559,36.18436726,0,0.012525684
NEW232,2,2.920277777,58.01587302,240,0.141732499,0.092705974,26.157,1.359548516,0,63277,193.7063038,524.4626552,0.616381671,6.301431091,576.3023702,36.39329753,801.7875559,36.39329753,0.005414288,0.012525684
NEW233,3,3.860185185,116.6772487,240,0.141732499,0.092705974,26.157,1.359548516,0,62074,193.7705299,524.6551195,0.616381671,6.468418857,576.2157115,36.6022598,801.7875559,36.6022598,0.005414288,0.012525684
NEW234,2,2.920277777,58.01587302,240,0.141732499,0.092705974,26.157,1.359548516,0,62074,193.8349269,524.8475842,0.616381671,6.637962221,576.1291194,36.81125352,801.7875559,36.81125352,0.005414288,0.012525684
NEW235,3,3.525277796,117.515873,240,0.141732499,0.092705974,26.153,1.359233347,0,62074,193.8994945,525.0400492,0.616381671,6.809870307,576.0425941,37.02027816,801.7875559,37.02027816,0.005414288,0.012525684
NEW236,3,2.966666667,74.94,817,0.388758987,0.186858629,26.188,1.363237427,0,51220,186.6939321,534.4810776,0.616381671,11.49133157,581.5727005,31.83793887,801.7875559,31.83793887,0.029349611,0.012525684
NEW237,2,3.136666667,43.16666667,817,0.388758987,0.186858629,26.188,1.363237427,0,51220,186.7364555,534.8589022,0.616381671,11.71938714,581.5101406,31.68120071,801.7875559,31.68120071,0.029349611,0.012525684
NEW238,1,2,12,817,0.388758987,0.186858629,26.188,1.363237427,0,51220,186.7797664,535.2367382,0.616381671,11.95766605,581.4478822,31.5292043,801.7875559,31.5292043,0,0.012525684
NEW239,1,2,12,817,0.388758987,0.186858629,26.187,1.361761731,0,50419,186.8238644,535.6145853,0.616381671,12.20556933,581.3859256,31.38201845,801.7875559,31.38201845,0,0.012525684
NEW240,2,3.227037036,73.35449735,817,0.162121996,0.085382378,26.187,1.361761731,0,50419,186.8687488,535.9924437,0.616381671,12.46252247,581.3242709,31.23971107,801.7875559,31.23971107,0,0.012525684
NEW241,2,4.005416665,128.0238095,332,0.271840006,0.131099646,26.189,1.369432702,0,65473,174.3911503,518.5443288,0.616381671,6.550245474,594.5197556,29.17317072,801.7875559,29.17317072,0.550365682,0.012525684
NEW242,1,3.840555554,104.031746,332,0.271840006,0.131099646,26.189,1.369432702,0,65473,174.3172283,518.7269186,0.616381671,6.340797703,594.5571819,29.02120737,801.7875559,29.02120737,0.02354249,0.012525684
NEW243,1,3.840555554,104.031746,332,0.271840006,0.131099646,26.189,1.369432702,0,65473,174.2435463,518.909535,0.616381671,6.13231519,594.594692,28.87016683,801.7875559,28.87016683,0.02354249,0.012525684
NEW244,4,3.51861111,96.28920635,332,0.271840006,0.131099646,26.189,1.369432702,0,65473,174.1701047,519.0921779,0.616381671,5.924899723,594.6322858,28.72006366,801.7875559,28.72006366,0.02354249,0.012525684
NEW245,3,3.722444443,104.4253968,332,0.271840006,0.131099646,26.2,1.367163815,0,64597,174.0969037,519.2748473,0.616381671,5.718667293,594.6699632,28.5709126,801.7875559,28.5709126,0.02354249,0.012525684
NEW246,4,3.964000023,161.4,29,0.326701999,0.110404968,25.74,1.519134269,1345,235786,27.57491368,386.9584216,0.777,14.15874934,789.031851,70.95888942,2682.347064,70.95888942,0,0.016744513
NEW247,2,3.364,71.4,29,0.326701999,0.110404968,25.74,1.519134269,1350,235683,27.39898992,386.839829,0.777,14.03759311,789.1800545,71.21438945,2682.347064,71.21438945,0,0.016744513
NEW248,2,3.890000057,175,29,0.295978501,0.095066746,25.74,1.519134269,1350,235683,27.2251629,386.7214305,0.777,13.92120417,789.3283355,71.47011145,2682.347064,71.47011145,0,0.016744513
NEW249,4,3.598499979,126.7,29,0.295978501,0.095066746,25.725,1.52675892,1350,235683,27.05347294,386.6032261,0.777,13.80970298,789.4766941,71.72605306,2682.347064,71.72605306,0,0.016744513
NEW250,4,4.152311508,210.4275897,29,0.295978501,0.095066746,25.708,1.53619038,1485,235532,26.88396088,386.4852159,0.777,13.7032088,789.6251301,71.98221191,2682.347064,71.98221191,0,0.016744513
NEW251,2,3.830000038,148,146,0.206311002,0.172461692,25.303,1.651848296,105569,229214,14.29970696,59.74636732,0.777,12.84481067,1159.668202,127.9907379,2682.347064,127.9907379,0.803518745,0.115543761
NEW253,1,3.24,46,146,0.151216,0.149807188,25.302,1.648367901,104759,229214,14.40084178,60.05162837,0.777,13.00928948,1160.004243,127.7004891,2682.347064,127.7004891,0.803518745,0.115543761
NEW254,2,4.055,145.5,146,0.151216,0.149807188,25.302,1.648367901,104759,229214,14.45661066,60.204991,0.777,13.09618926,1160.172309,127.5558282,2682.347064,127.5558282,0.803518745,0.115543761
NEW255,8,4.091000008,248.49802,146,0.151216,0.149807188,25.302,1.648367901,104759,229214,14.51579472,60.35883674,0.777,13.1845664,1160.340403,127.4114777,2682.347064,127.4114777,0.803518745,0.115543761
NEW256,0,0,0,806,0.257200494,0.11244971,24.409,1.672506337,34080,228533,6.395263095,60.17291249,0.777,4.587187121,1109.387672,134.2078237,2682.347064,134.2078237,0,0.048725233
NEW257,0,0,0,806,0.257200494,0.11244971,24.409,1.672506337,34080,228533,6.693080008,60.16307804,0.777,4.74163357,1109.543231,134.5134632,2682.347064,134.5134632,0,0.048725233
NEW258,0,0,0,806,0.257200494,0.11244971,24.409,1.672506337,34080,228533,6.993258896,60.15499365,0.777,4.897887617,1109.698859,134.8191336,2682.347064,134.8191336,0,0.048725233
NEW259,0,0,0,806,0.257200494,0.11244971,24.409,1.672506337,33719,228481,7.295507624,60.14865996,0.777,5.06631725,1109.854556,135.1248345,2682.347064,135.1248345,0,0.048725233
NEW260,2,3.915,360,806,0.257200494,0.11244971,24.413,1.670659008,30908,228453,7.599578669,60.14407745,0.777,5.247947645,1110.010323,135.4305659,2682.347064,135.4305659,0,0.048725233
PAL001,2,3.893333333,205,138,0.129730001,0.048534086,29.07,0.683587859,17459,26458,7.075460512,11.02709645,0.774805486,6.010201162,660.324019,55.14684563,250.6255628,55.14684563,0,0
PAL002,1,4.420000076,250,138,0.129730001,0.048534086,29.085,0.684182934,17459,26458,7.099294808,11.15525207,0.774805486,6.094424039,660.3371422,55.35014023,250.6255628,55.35014023,0,0
PAL003,4,3.405,44.38666667,988,0.129730001,0.048534086,29.096,0.684676454,17459,26458,7.844499187,12.69496388,0.774805486,6.923762282,660.2441614,57.45548255,250.6255628,57.45548255,0,0
PAL004,4,3.416428571,64.26,1455,0.070556,0.019144602,29.093,0.685054784,17459,26458,7.896607234,12.87239807,0.774805486,7.022776253,660.3261087,57.75295016,250.6255628,57.75295016,0,0
PAL005,1,3.5,26,1455,0.070556,0.019144602,29.093,0.685054784,17459,26458,7.957433784,13.03909138,0.774805486,7.128733913,660.3959932,58.02237508,250.6255628,58.02237508,0,0
PAL006,4,3.321875,51.9775,1455,0.070556,0.019144602,29.093,0.685054784,17459,26458,7.934394168,13.10761664,0.774805486,7.152712886,660.5153233,58.18941318,250.6255628,58.18941318,0,0
PAL007,4,3.306190476,55.03047619,1455,0.070556,0.019144602,29.093,0.685054784,17459,26458,7.957195999,13.19627647,0.774805486,7.210345023,660.5807932,58.34603206,250.6255628,58.34603206,0,0
PAL008,3,3.917692311,222.3076923,196,0.129730001,0.048534086,29.077,0.682931335,17456,26458,8.35629273,11.93889174,0.774805486,6.995478542,658.9572018,55.12632331,250.6255628,55.12632331,0,0
PAL009,0,0,0,196,0.129730001,0.048534086,29.07,0.683587859,17456,26458,8.073225581,11.68728634,0.774805486,6.775439479,659.3794598,55.20276591,250.6255628,55.20276591,0,0
PAL010,1,4.4,350,196,0.129730001,0.048534086,29.07,0.683587859,17459,26458,7.88080272,11.59150362,0.774805486,6.63125545,659.5994717,55.28919127,250.6255628,55.28919127,0,0
PAL011,1,3.09,53.64,196,0.129730001,0.048534086,29.07,0.683587859,17459,26458,7.610972468,11.46845019,0.774805486,6.459683832,659.8613677,55.36727925,250.6255628,55.36727925,0,0
PAL012,0,0,0,138,0.129730001,0.048534086,29.085,0.684182934,17459,26458,7.365449588,11.3623951,0.774805486,6.311254018,660.1039636,55.44211731,250.6255628,55.44211731,0,0
PAL013,4,4.020000019,186.620715,269,0.129730001,0.048534086,29.077,0.682931335,17456,26458,8.707950036,12.2969421,0.774805486,7.355428512,658.7531359,55.4817279,250.6255628,55.4817279,0,0
PAL014,1,4.46999979,465,269,0.129730001,0.048534086,29.077,0.682931335,17456,26458,8.823407505,12.42168263,0.774805486,7.466107606,658.7403936,55.67394423,250.6255628,55.67394423,0,0
PAL015,0,0,0,691,0.129730001,0.048534086,29.077,0.682931335,17456,26458,8.935151623,12.55806774,0.774805486,7.563081236,658.7068554,55.85940425,250.6255628,55.85940425,0,0
PAL016,1,3.5,26,691,0.129730001,0.048534086,29.084,0.683800509,17456,26458,9.025427257,12.71762813,0.774805486,7.683941057,658.6558213,56.0614866,250.6255628,56.0614866,0,0
PAL017,0,0,0,691,0.129730001,0.048534086,29.084,0.683800509,17456,26458,9.138866941,12.88334109,0.774805486,7.818432419,658.5827349,56.24796539,250.6255628,56.24796539,0,0
PAL021,3,3.618,77.328,1882,0.080167003,0.023708842,29.129,0.706269292,15104,26458,6.355300676,38.13536896,0.774805486,4.71580563,634.1433679,56.55302814,250.6255628,56.55302814,0,0
PAL022,3,3.536,82.856,1882,0.078193001,0.018860911,29.116,0.706234761,15104,26458,6.430544256,38.00984827,0.774805486,4.725957587,634.2441679,56.52416123,250.6255628,56.52416123,0,0
PAL023,2,3.226666667,44.42666667,1882,0.078193001,0.018860911,29.116,0.706234761,15104,26458,6.54987446,37.92513188,0.774805486,4.804270889,634.3019555,56.55913963,250.6255628,56.55913963,0,0
PAL024,2,3.625,18.75,1882,0.078193001,0.018860911,29.116,0.706234761,15104,26458,6.63075585,37.87427739,0.774805486,4.862107912,634.3354325,56.58745812,250.6255628,56.58745812,0,0
